Bus Name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat Availability,Bus Link,Bus Route,State Name
KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:30,06:30,07h 00m,890.0,3.9,5.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
IntrCity SmartBus,AC Sleeper (2+1),23:25,06:40,07h 15m,843.0,4.3,27.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,550.0,3.8,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
PRL BUS,A/C Seater / Sleeper (2+1),23:59,08:15,08h 16m,900.0,3.6,38.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Venkataramana Travels,A/C Sleeper (2+1),21:30,05:30,08h 00m,855.0,3.1,11.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Padmavathi Travels,A/C Seater / Sleeper (2+1),21:30,05:45,08h 15m,700.0,3.4,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Naveen Tours and Travels,A/C Seater/Sleeper (2+1),22:20,05:35,07h 15m,3999.0,0.0,44.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
RAJULATALLI TRAVELS,NON A/C Semi Sleeper (2+2),21:30,05:00,07h 30m,5000.0,0.0,40.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Venkataramana Travels,A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,630.0,3.0,14.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Mayuri Travels,A/C Seater / Sleeper (2+1),23:54,07:00,07h 06m,1220.0,3.5,25.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Krishna Travels,A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,860.0,3.3,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sai RK Travels,Non A/C Seater / Sleeper (2+1),20:12,04:15,08h 03m,700.0,3.7,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,650.0,4.2,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Keerthana Sai Travels,A/C Sleeper (2+1),23:45,07:00,07h 15m,1700.0,3.6,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Orange Tours And Travels,A/C Seater / Sleeper (2+1),00:30,07:20,06h 50m,1300.0,3.7,18.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Morning Star Travels,A/C Sleeper (2+1),22:30,06:55,08h 25m,790.0,2.7,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Padmavathi Travels,A/C Sleeper (2+1),22:00,06:45,08h 45m,1550.0,3.4,29.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Krishna Travels,A/C Seater / Sleeper (2+1),23:30,07:00,07h 30m,860.0,3.2,20.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:45,04:00,08h 15m,590.0,3.1,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Orange Tours And Travels,A/C Seater / Sleeper (2+1),22:30,06:15,07h 45m,900.0,2.8,39.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,658.0,2.9,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Morning Star Travels,A/C Sleeper (2+1),21:55,05:25,07h 30m,990.0,3.3,29.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),18:45,03:10,08h 25m,650.0,4.1,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SREE PAVAN TRAVELS,NON A/C Seater Push Back (2+2),19:00,03:05,08h 05m,648.0,3.7,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),23:45,07:30,07h 45m,900.0,2.7,31.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SVR Tours and Travels,Volvo A/C Sleeper (2+1),23:45,07:00,07h 15m,800.0,2.7,11.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Prathap Travels,Non A/C Seater / Sleeper (2+1),20:00,04:05,08h 05m,550.0,3.4,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),21:15,05:30,08h 15m,800.0,3.1,32.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:30,05:30,08h 00m,470.0,2.5,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,A/C Seater / Sleeper (2+1),21:15,04:45,07h 30m,658.0,2.9,31.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Mayuri Travels,A/C Seater / Sleeper (2+1),23:55,07:00,07h 05m,1220.0,3.7,37.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),19:00,03:30,08h 30m,590.0,3.0,25.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Jagan Travels,Non A/C Seater / Sleeper (2+1),22:00,05:00,07h 00m,1065.0,3.1,21.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:20,06:30,07h 10m,1100.0,2.5,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Krk Travels,Non A/C Seater / Sleeper (2+1),23:00,04:01,05h 01m,1350.0,4.0,25.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Nani’s Sai Krishna Travels,A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,650.0,2.7,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),18:15,04:15,10h 00m,590.0,3.2,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
V Kaveri Travels,A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,1200.0,3.0,36.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Morning Star Travels,A/C Sleeper (2+1),00:55,07:45,06h 50m,990.0,2.1,15.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:00,07h 30m,800.0,2.3,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),19:30,05:00,09h 30m,540.0,2.8,23.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),23:15,06:20,07h 05m,1099.0,2.9,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Amaravathi Travels,Non A/C Seater / Sleeper (2+1),19:45,04:50,09h 05m,540.0,2.5,15.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SVR Tours and Travels,A/C Seater / Sleeper (2+1),23:45,07:00,07h 15m,650.0,2.1,2.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:50,07:05,08h 15m,724.0,2.1,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),19:00,04:30,09h 30m,540.0,2.3,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Shree Manikanta Travels,A/C Sleeper (2+1),23:40,06:00,06h 20m,1399.0,2.7,20.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),19:45,05:11,09h 26m,540.0,1.9,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Navin Travels,Non A/C Seater / Sleeper (2+1),20:30,04:30,08h 00m,600.0,2.7,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,A/C Seater / Sleeper (2+1),23:55,06:30,06h 35m,1299.0,3.1,43.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:30,04:00,06h 30m,1970.0,3.1,9.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Orange Tours And Travels,A/C Seater / Sleeper (2+1),01:00,08:15,07h 15m,1800.0,1.9,17.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),19:30,03:30,08h 00m,749.0,2.7,40.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),22:30,06:30,08h 00m,999.0,2.1,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Navayuga Travels,A/C Sleeper (2+1),19:00,05:00,10h 00m,990.0,2.3,23.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),19:30,04:15,08h 45m,650.0,2.5,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Amaravathi Travels,NON A/C Hi-Tech Push Back (2+2),22:00,05:45,07h 45m,495.0,3.7,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),21:40,05:00,07h 20m,590.0,1.6,27.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),21:40,03:35,05h 55m,2505.0,4.8,6.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SRI SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),22:15,05:00,06h 45m,1099.0,4.3,26.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
BEZAWADA TOURS AND TRAVELS,NON A/C Sleeper (2+1),22:25,05:10,06h 45m,639.0,3.7,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sai RK Travels,Non A/C Seater / Sleeper (2+1),19:00,05:30,10h 30m,690.0,3.7,32.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
KTR Travels,Non A/C Seater / Sleeper (2+1),22:45,05:15,06h 30m,1299.0,3.7,14.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),17:45,02:00,08h 15m,590.0,4.3,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:55,07:00,07h 05m,1110.0,3.3,34.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sree Durga Kaveri Travels,Non A/C Seater / Sleeper (2+1),19:45,04:35,08h 50m,780.0,3.1,47.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,1060.0,3.0,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,04:00,07h 00m,1490.0,3.0,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Morning Star Travels,A/C Sleeper (2+1),23:05,07:00,07h 55m,790.0,2.5,27.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Keerthana Sai Travels,A/C Sleeper (2+1),23:45,07:00,07h 15m,1700.0,2.9,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Vsaikrishna Travels,Non A/C Seater / Sleeper (2+1),21:15,04:30,07h 15m,499.0,2.8,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sai Sree Travels,A/C Sleeper (2+1),21:00,05:30,08h 30m,1111.0,2.5,20.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Vsaikrishna Travels,NON A/C Sleeper (2+1),20:47,05:10,08h 23m,777.0,2.8,17.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Morning Star Travels,A/C Sleeper (2+1),23:45,07:15,07h 30m,790.0,2.5,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:00,05:00,07h 00m,1600.0,2.8,15.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:55,07:00,07h 05m,1110.0,2.6,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
IRA Travels,A/C Seater / Sleeper (2+1),20:15,05:10,08h 55m,900.0,2.5,16.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
New Sindhu Travels,Non A/C Seater / Sleeper (2+1),19:10,04:00,08h 50m,650.0,1.4,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),23:40,07:00,07h 20m,899.0,2.7,34.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Navin Travels,Non A/C Seater / Sleeper (2+1),21:10,05:00,07h 50m,650.0,2.7,40.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),19:10,05:50,10h 40m,699.0,2.6,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Dream Bus,A/C Sleeper (2+1),22:40,06:40,08h 00m,3000.0,4.3,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),22:00,04:00,06h 00m,1599.0,2.6,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:55,07:15,07h 20m,999.0,2.6,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SVR Tours and Travels,A/C Seater / Sleeper (2+1),23:50,07:00,07h 10m,590.0,2.5,4.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
IRA Travels,A/C Seater / Sleeper (2+1),18:05,02:20,08h 15m,700.0,2.5,27.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Navayuga Travels,NON AC Seater / Sleeper 2+1,21:00,03:30,06h 30m,1590.0,2.3,27.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Dhanalakshmi Travels,Non A/C Seater / Sleeper (2+1),21:00,05:00,08h 00m,600.0,2.3,39.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sree Sambasiva Tours and Travels,NON A/C Seater/ Sleeper (2+1),20:05,04:00,07h 55m,650.0,4.1,14.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sree Sambasiva Tours and Travels,NON A/C Seater / Sleeper (3+1),20:30,04:00,07h 30m,650.0,4.1,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
KKaveri Travels,A/C Sleeper (2+1),21:00,04:00,07h 00m,1390.0,3.9,25.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,A/C Seater / Sleeper (2+1),23:59,06:45,06h 46m,1299.0,3.8,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sai RK Travels,Non A/C Seater / Sleeper (2+1),20:45,04:30,07h 45m,700.0,3.7,32.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
BEZAWADA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,04:30,06h 45m,599.0,3.7,27.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sree Sambhavi Tours and Travels,Non A/C Seater / Sleeper (2+1),20:12,05:00,08h 48m,600.0,3.3,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sree Durga Kaveri Travels,Non A/C Seater / Sleeper (2+1),19:45,04:35,08h 50m,550.0,3.1,47.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),23:40,07:00,07h 20m,855.0,2.7,23.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Navin Travels,Non A/C Seater / Sleeper (2+1),21:05,06:30,09h 25m,600.0,2.7,5.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Bmcc Travels,A/C Sleeper (2+1),23:59,06:15,06h 16m,1796.0,2.6,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,1249.0,2.6,14.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),23:55,07:15,07h 20m,1099.0,2.6,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:15,04:15,08h 00m,650.0,2.5,34.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),19:15,04:00,08h 45m,520.0,2.5,38.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:45,05:00,08h 15m,670.0,2.5,18.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Dhanalakshmi Travels,A/C Sleeper (2+1),19:40,03:30,07h 50m,2000.0,2.3,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
VENKATA VYSHNAVI TRAVELS,A/C Seater / Sleeper (2+1),20:40,05:10,08h 30m,2999.0,2.2,50.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
New Sindhu Travels,Non A/C Seater / Sleeper (2+1),19:45,03:50,08h 05m,650.0,1.4,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3479,Super Luxury (Non AC Seater 2+2 Push Back),20:00,00:20,04h 20m,263.0,3.8,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 2621,INDRA(A.C. Seater),20:15,00:30,04h 15m,316.0,4.4,37.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 3456,INDRA(A.C. Seater),20:30,00:30,04h 00m,318.0,3.8,36.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 2809,Super Luxury (Non AC Seater 2+2 Push Back),20:30,00:20,03h 50m,260.0,3.8,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 3375,Super Luxury (Non AC Seater 2+2 Push Back),20:45,00:30,03h 45m,263.0,3.8,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 9478,Super Luxury (Non AC Seater 2+2 Push Back),20:45,00:04,03h 19m,261.0,3.8,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 23973,Super Luxury (Non AC Seater 2+2 Push Back),21:00,00:30,03h 30m,260.0,4.2,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 47745,INDRA(A.C. Seater),21:00,01:00,04h 00m,318.0,3.8,34.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 3458,Super Luxury (Non AC Seater 2+2 Push Back),21:45,02:15,04h 30m,263.0,3.8,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 23975,Super Luxury (Non AC Seater 2+2 Push Back),22:00,01:30,03h 30m,260.0,4.5,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 9459,Super Luxury (Non AC Seater 2+2 Push Back),22:00,01:15,03h 15m,263.0,3.8,34.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 3499,Super Luxury (Non AC Seater 2+2 Push Back),22:15,01:45,03h 30m,260.0,3.8,34.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 3365,Super Luxury (Non AC Seater 2+2 Push Back),22:40,02:25,03h 45m,263.0,3.8,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 3383,Super Luxury (Non AC Seater 2+2 Push Back),22:45,03:15,04h 30m,263.0,3.8,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 4376,Super Luxury (Non AC Seater 2+2 Push Back),22:50,02:10,03h 20m,261.0,3.8,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 9367,Super Luxury (Non AC Seater 2+2 Push Back),23:00,01:34,02h 34m,261.0,3.6,34.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 2803,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,02:40,03h 40m,248.0,3.5,24.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
APSRTC - 9201,Super Luxury (Non AC Seater 2+2 Push Back),23:15,03:30,04h 15m,263.0,3.8,33.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada,APSRTC
